SKU,Type,Item Name,Invoice Type,Quantity,Gross Amount,Discounts,Net Amount,Taxes,Avg Gross Amount,Avg Discounts,Avg Net Amount,Materials Cost,Avg Materials Cost,Supplies Cost,Avg Supplies Cost,Gross Margin,Item Tax Code,Nature of Item,Category,Subcategory,Item Tags,Item Brand,Account Name,Item Group Name,Variant(s),Measuring Unit,Level Hierarchy 1
8617,Item,Number Pinata Gold Candle  (1),Sale,9,200.98,0,200.98,10.07,22.33,0,22.33,152.55,16.95,0,0,24.10%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Number Pinata Gold Candle  (1),,ea,
8618,Item,Number Pinata Gold Candle  (2),Sale,10,219.1,0,219.1,11,21.91,0,21.91,169.5,16.95,0,0,22.64%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Number Pinata Gold Candle  (2),,ea,
8619,Item,Number Pinata Gold Candle  (3),Sale,15,328.63,0,328.63,16.46,21.91,0,21.91,254.25,16.95,0,0,22.63%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Number Pinata Gold Candle  (3),,ea,
8620,Item,Number Pinata Gold Candle  (4),Sale,6,135.26,0,135.26,6.79,22.54,0,22.54,84.75,14.13,0,0,37.34%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Number Pinata Gold Candle  (4),,ea,
8621,Item,Number Pinata Gold Candle  (5),Sale,4,87.64,0,87.64,4.4,21.91,0,21.91,67.8,16.95,0,0,22.64%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Number Pinata Gold Candle  (5),,ea,
8622,Item,Number Pinata Gold Candle  (6),Sale,5,109.53,-1.84,107.69,5.39,21.91,-0.37,21.54,84.75,16.95,0,0,21.30%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Number Pinata Gold Candle  (6),,ea,
8623,Item,Number Pinata Gold Candle  (7),Sale,1,21.91,0,21.91,1.1,21.91,0,21.91,16.95,16.95,0,0,22.64%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Number Pinata Gold Candle  (7),,ea,
8624,Item,Number Pinata Gold Candle  (8),Sale,2,47.62,0,47.62,2.39,23.81,0,23.81,33.9,16.95,0,0,28.81%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Number Pinata Gold Candle  (8),,ea,
8625,Item,Number Pinata Gold Candle (9),Sale,5,109.55,0,109.55,5.49,21.91,0,21.91,84.75,16.95,0,0,22.64%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Number Pinata Gold Candle (9),,ea,
8626,Item,Eggless Rasmalai Cake (Special Cake 1/2 Kg),Sale,2,1216.19,0,1216.19,60.81,608.1,0,608.1,0,0,0,0,100%,19059010,Goods,Eggless Cakes,,"New Arrivals,Non-vegetarian",,,Eggless Rasmalai Cake,Special Cake 1/2 Kg,ea,
8629,Item,Frooti 120 ml Tetra Pack,Sale,2,19.05,0,19.05,0.95,9.53,0,9.53,0,0,0,0,100%,22029020,Goods,Soft Drinks,,"Vegetarian,Dessert",,,Frooti 120 ml Tetra Pack,,ea,
8630,Item,Fudge Brownie 100gms,Sale,151,14381.2,-14.28,14366.92,718.3,95.24,-0.09,95.15,8618.49,57.08,0,0,40.01%,19059010,Goods,Dry Items,Dry Cakes,"Non-vegetarian,Dessert",,,Fudge Brownie 100gms,,ea,
8631,Item,PAPER BOAT 125 ML,Sale,7,66.66,0,66.66,3.34,9.52,0,9.52,0,0,0,0,100%,22029930,Goods,Soft Drinks,,"Vegetarian,Beverage",,,PAPER BOAT 125 ML,,ea,
8649,Item,French Macarons Chocolate,Sale,3,514.29,0,514.29,25.71,171.43,0,171.43,0,0,0,0,100%,19059010,Goods,Dry Items,,"Non-vegetarian,Dessert",,,French Macarons Chocolate,,pkt,
8654,Item,Sponge Cake (1 Pcs with wrap (25Gms)),Sale,840,11200,-3361.38,7838.62,391.93,13.33,-4,9.33,7837.2,9.33,0,0,0.02%,19059010,Goods,Dry Items,Dry Cakes,,,,Sponge Cake,1 Pcs with wrap (25Gms),ea,
8718,Item,Potato Chips Salted,Sale,26,1733.39,0,1733.39,86.65,66.67,0,66.67,1073.41,41.29,0,0,38.07%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Potato Chips Salted,,pkt,
8719,Item,Potato Chips Spicy,Sale,27,1800.07,0,1800.07,89.96,66.67,0,66.67,1213.42,44.94,0,0,32.59%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Potato Chips Spicy,,pkt,
8731,Item,Mini Umbrella Gems,Sale,12,342.84,0,342.84,17.16,28.57,0,28.57,157.19,13.1,0,0,54.15%,18069010,Goods,Chocolate Gems,,"Vegetarian,Dessert",,,Mini Umbrella Gems,,ea,
8733,Item,HMC Small Basket,Sale,2,190.48,0,190.48,9.52,95.24,0,95.24,95.24,47.62,0,0,50%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,HMC Small Basket,,ea,
8735,Item,HMC M12 Chocolate Paper Box,Sale,1,66.67,0,66.67,3.33,66.67,0,66.67,0,0,0,0,100%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,HMC M12 Chocolate Paper Box,,ea,
8736,Item,HMC M18 Chocolate Paper Box,Sale,1,76.19,0,76.19,3.81,76.19,0,76.19,38.1,38.1,0,0,49.99%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,HMC M18 Chocolate Paper Box,,ea,
8737,Item,HMC M19 Chocolate Paper Box,Sale,1,114.29,0,114.29,5.71,114.29,0,114.29,0,0,0,0,100%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,HMC M19 Chocolate Paper Box,,ea,
8738,Item,HMC M23 Chocolate Paper Box,Sale,2,304.76,0,304.76,15.24,152.38,0,152.38,76.19,38.1,0,0,75%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,HMC M23 Chocolate Paper Box,,ea,
8739,Item,HMC Gb39 Paper Box,Sale,2,190.48,0,190.48,9.52,95.24,0,95.24,95.24,47.62,0,0,50%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,HMC Gb39 Paper Box,,ea,
8740,Item,HMC Gb65 Paper Box,Sale,2,171.42,0,171.42,8.58,85.71,0,85.71,0,0,0,0,100%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,HMC Gb65 Paper Box,,ea,
8742,Item,HMC Gb78 Paper Box,Sale,2,190.48,0,190.48,9.52,95.24,0,95.24,47.62,23.81,0,0,75%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,HMC Gb78 Paper Box,,ea,
8743,Item,HMC Gb83 Paper Box,Sale,2,133.34,0,133.34,6.66,66.67,0,66.67,66.66,33.33,0,0,50.01%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,HMC Gb83 Paper Box,,ea,
8744,Item,HMC Shagun Gift Box,Sale,2,304.76,0,304.76,15.24,152.38,0,152.38,152.38,76.19,0,0,50%,18069010,Goods,Gift Pack Chocolate,,"Vegetarian,Dessert",,,HMC Shagun Gift Box,,ea,
8750,Item,Banana Chips Spicy 200gms,Sale,1,100,0,100,5,100,0,100,0,0,0,0,100%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Banana Chips Spicy 200gms,,ea,
8751,Item,Banana Chips Pepper Salted 200gms,Sale,15,1500,0,1500,75,100,0,100,980,65.33,0,0,34.67%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Banana Chips Pepper Salted 200gms,,ea,
8752,Item,Tapioca Chips Sticks 200gms,Sale,1,90.48,0,90.48,4.52,90.48,0,90.48,0,0,0,0,100%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Tapioca Chips Sticks 200gms,,ea,
8753,Item,Tapioca Chips 200gms,Sale,1,90.48,0,90.48,4.52,90.48,0,90.48,0,0,0,0,100%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Tapioca Chips 200gms,,ea,
8768,Item,Sliver Ball Cap,Sale,2,135.6,0,135.6,24.4,67.8,0,67.8,0,0,0,0,100%,95059090,Goods,Birthday Items,,"Vegetarian,Dessert",,,Sliver Ball Cap,,ea,
8776,Item,French Macarons Assorted,Sale,53,9085.78,-42.86,9042.92,452.09,171.43,-0.81,170.62,4015.26,75.76,0,0,55.60%,19059010,Goods,Dry Items,,"Non-vegetarian,Dessert",,,French Macarons Assorted,,pkt,
8779,Item,Butter Croissant Chocolate Fill,Sale,38,2171.38,0,2171.38,108.59,57.14,0,57.14,1520,40,0,0,30%,19059090,Goods,Snacks,,"Dessert,Non-vegetarian",,,Butter Croissant Chocolate Fill,,ea,
8780,Item,Butter Chocolate Croissant,Sale,52,3731.5,-14.29,3717.21,185.81,71.76,-0.27,71.48,1880,36.15,0,0,49.42%,19059090,Goods,Snacks,,"Dessert,Non-vegetarian",,,Butter Chocolate Croissant,,ea,
8801,Item,Anzac Cookies 1 Pc,Sale,14,333.34,0,333.34,16.66,23.81,0,23.81,14.36,1.03,0,0,95.69%,19053100,Goods,Cookies,,"Vegetarian,Dessert",,,Anzac Cookies 1 Pc,,ea,
8802,Item,Vanilla Choco Chip Cookies 1 Pc,Sale,7,166.67,0,166.67,8.33,23.81,0,23.81,66.68,9.53,0,0,59.99%,19053100,Goods,Cookies,,"Dessert,Non-vegetarian",,,Vanilla Choco Chip Cookies 1 Pc,,ea,
8803,Item,Chocolate Choco Chip Cookies 1 Pc,Sale,6,142.86,0,142.86,7.14,23.81,0,23.81,33.34,5.56,0,0,76.66%,19053100,Goods,Cookies,,"Dessert,Non-vegetarian",,,Chocolate Choco Chip Cookies 1 Pc,,ea,
8804,Item,Melting Moments Cookies 1 Pc,Sale,4,95.24,0,95.24,4.76,23.81,0,23.81,66.68,16.67,0,0,29.99%,19053100,Goods,Cookies,,"Dessert,Non-vegetarian",,,Melting Moments Cookies 1 Pc,,ea,
8829,Item,Millet Cake 350 gms,Sale,2,619.04,0,619.04,30.96,309.52,0,309.52,433.34,216.67,0,0,30%,19059010,Goods,Dry Items,Dry Cakes,"Dessert,Non-vegetarian",,,Millet Cake 350 gms,,ea,
8830A,Item,Milk & Nut Pudding Cake Gift Box,Sale,1,452.38,0,452.38,22.62,452.38,0,452.38,316.67,316.67,0,0,30%,19059010,Goods,Dry Items,Dry Cakes,"Dessert,Non-vegetarian",,,Milk & Nut Pudding Cake Gift Box,,ea,
8831,Item,Pineapple Pudding Cake 350 gms,Sale,1,304.76,0,304.76,15.24,304.76,0,304.76,0,0,0,0,100%,19059010,Goods,Dry Items,Dry Cakes,"Dessert,Non-vegetarian",,,Pineapple Pudding Cake 350 gms,,ea,
8831A,Item,Pineapple Pudding Cake Gift Box,Sale,1,352.38,0,352.38,17.62,352.38,0,352.38,0,0,0,0,100%,19059010,Goods,Dry Items,Dry Cakes,"Dessert,Non-vegetarian",,,Pineapple Pudding Cake Gift Box,,ea,
8832A,Item,Butterscotch Pudding Cake Gift Box,Sale,1,409.52,0,409.52,20.48,409.52,0,409.52,0,0,0,0,100%,19059010,Goods,Dry Items,Dry Cakes,"Dessert,Non-vegetarian",,,Butterscotch Pudding Cake Gift Box,,ea,
8842,Item,Milk & Nut Cup Cake,Sale,24,1142.88,0,1142.88,57.12,47.62,0,47.62,666.6,27.78,0,0,41.67%,19059010,Goods,"Cup Cakes, Tarts, Eclair",,"Vegetarian,Dessert",,,Milk & Nut Cup Cake,,ea,
8844,Item,Butterscotch Pudding Cup Cake,Sale,16,761.92,0,761.92,38.08,47.62,0,47.62,466.62,29.16,0,0,38.76%,19059010,Goods,"Cup Cakes, Tarts, Eclair",,"Vegetarian,Dessert",,,Butterscotch Pudding Cup Cake,,ea,
8845,Item,Pineapple Pudding Cup Cake,Sale,38,1809.55,-107,1702.55,85.11,47.62,-2.82,44.8,243.21,6.4,0,0,85.71%,19059010,Goods,"Cup Cakes, Tarts, Eclair",,"Vegetarian,Dessert",,,Pineapple Pudding Cup Cake,,ea,
8847,Item,BC Vanilla Sponge,Sale,0.6,457.14,0,457.14,22.86,761.9,0,761.9,0,0,0,0,100%,19059010,Goods,Big Cakes,,"Non-vegetarian,Dessert",,,BC Vanilla Sponge,,kg,
8873,Item,Butter Murukku 200gms,Sale,21,2100,0,2100,105,100,0,100,1330,63.33,0,0,36.67%,21069099,Goods,Savouries,,"Vegetarian,Dessert",,,Butter Murukku 200gms,,ea,
8874,Item,Kara Boondhi 200gms,Sale,6,485.7,0,485.7,24.3,80.95,0,80.95,226.68,37.78,0,0,53.33%,21069099,Goods,Savouries,,"Vegetarian,Dessert",,,Kara Boondhi 200gms,,ea,
8875,Item,Onion Murukku 200gms,Sale,29,2900,0,2900,145,100,0,100,1820,62.76,0,0,37.24%,21069099,Goods,Savouries,,"Vegetarian,Dessert",,,Onion Murukku 200gms,,ea,
8876,Item,Garlic Murukku 200gms,Sale,30,3000,0,3000,150,100,0,100,1960,65.33,0,0,34.67%,21069099,Goods,Savouries,,"Vegetarian,Dessert",,,Garlic Murukku 200gms,,ea,
8877,Item,Andhra Spicy Murukku 200gms,Sale,26,2600,0,2600,130,100,0,100,1680,64.62,0,0,35.38%,21069099,Goods,Savouries,,"Vegetarian,Dessert",,,Andhra Spicy Murukku 200gms,,ea,
8885,Item,Tapioca Chips 150gms,Sale,8,609.52,0,609.52,30.48,76.19,0,76.19,319.98,40,0,0,47.50%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Tapioca Chips 150gms,,ea,
8888,Item,Dates Ladoo,Sale,0.42,308,0,308,15.4,733.33,0,733.33,215.54,513.19,0,0,30.02%,21069099,Goods,Sweets,,"Vegetarian,Dessert",,,Dates Ladoo,,kg,
8888P,Item,Dates Ladoo Pcs,Sale,7,133.33,0,133.33,6.67,19.05,0,19.05,89.81,12.83,0,0,32.64%,21069099,Goods,Sweets,,"Vegetarian,Dessert",,,Dates Ladoo Pcs,,ea,
8909,Item,Rich Plum Cake Gift Box,Sale,2,685.72,0,685.72,34.28,342.86,0,342.86,0,0,0,0,100%,19059010,Goods,Plum Cake,,"Dessert,Non-vegetarian",,,Rich Plum Cake Gift Box,,ea,
8911,Item,Dates & Carrot Cake Gift Box,Sale,1,290.48,0,290.48,14.52,290.48,0,290.48,0,0,0,0,100%,19059010,Goods,Plum Cake,,"Dessert,Non-vegetarian",,,Dates & Carrot Cake Gift Box,,ea,
8941,Item,Baked Cheese Cake (1 Pc),Sale,14,799.99,0,799.99,39.99,57.14,0,57.14,0,0,0,0,100%,19059010,Goods,Cheese Cake,,"Non-vegetarian,Dessert",,,Baked Cheese Cake,1 Pc,ea,
8944,Item,Baked Blueberry Cheese Cake (1/2 Kg),Sale,2,1161.9,0,1161.9,58.1,580.95,0,580.95,0,0,0,0,100%,19059010,Goods,Cheese Cake,,Non-vegetarian,,,Baked Blueberry Cheese Cake,1/2 Kg,ea,
8945,Item,Baked Blueberry Cheese Cake (1/4 Kg),Sale,2,590.48,0,590.48,29.52,295.24,0,295.24,0,0,0,0,100%,19059010,Goods,Cheese Cake,,"Dessert,Non-vegetarian",,,Baked Blueberry Cheese Cake,1/4 Kg,ea,
8946,Item,Baked Blueberry Cheese Cake (1 Pc),Sale,15,1035.25,0,1035.25,51.77,69.02,0,69.02,0,0,0,0,100%,19059010,Goods,Cheese Cake,,"Dessert,Non-vegetarian",,,Baked Blueberry Cheese Cake,1 Pc,ea,
8947,Add On,Rose Cookies 150gms,Sale,1,95.24,0,95.24,4.76,95.24,0,95.24,67.05,67.05,0,0,29.60%,18069010,Goods,Cookies,With Egg,,,,Rose Cookies 150gms,,ea,
8947,Item,Rose Cookies,Sale,16,1523.83,-19.05,1504.78,75.24,95.24,-1.19,94.05,1072.8,67.05,0,0,28.71%,19053100,Goods,Cookies,With Egg,"Dessert,Non-vegetarian",,,Rose Cookies,,ea,
8947,Item,Rose Cookies 150gms,Sale,12,1142.88,0,1142.88,57.15,95.24,0,95.24,800.04,66.67,0,0,30%,19053100,Goods,Cookies,With Egg,"Dessert,Non-vegetarian",,,Rose Cookies 150gms,,ea,
8948,Item,Kalkal Sweets 500gms,Sale,2,476.2,0,476.2,23.82,238.1,0,238.1,333.34,166.67,0,0,30%,21069099,Goods,Sweets,,"Vegetarian,Dessert",,,Kalkal Sweets 500gms,,ea,
8949,Item,Kalkal Sweets 300gms,Sale,4,571.44,0,571.44,28.56,142.86,0,142.86,200,50,0,0,65%,21069099,Goods,Sweets,,"Vegetarian,Dessert",,,Kalkal Sweets 300gms,,ea,
8953,Item,Christmas Gift Basket Pink Heart,Sale,1,171.43,0,171.43,8.57,171.43,0,171.43,137.14,137.14,0,0,20%,18069010,Goods,Gift Pack Chocolate,,"New Arrivals,Non-vegetarian",,,Christmas Gift Basket Pink Heart,,ea,
8958,Item,X Mas Paper Box With Window,Sale,1,161.9,0,161.9,8.09,161.9,0,161.9,0,0,0,0,100%,18069010,Goods,Gift Pack Chocolate,,"New Arrivals,Vegetarian",,,X Mas Paper Box With Window,,ea,
8EL,Item,Eggless Chocolate ButterScotch (1 Pcs),Sale,2,161.9,0,161.9,8.1,80.95,0,80.95,6.6,3.3,0,0,95.92%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Chocolate ButterScotch,1 Pcs,ea,
9,Item,Wonder Chocolate (1 Pcs),Sale,34,2590.46,0,2590.46,129.54,76.19,0,76.19,1356.12,39.89,0,0,47.65%,19059010,Goods,Cakes,Regular Cakes,"Non-vegetarian,Dessert",,,Wonder Chocolate,1 Pcs,ea,
91,Item,Chocolate Almond Pastry (1 Pcs),Sale,46,3780.86,0,3780.86,189.05,82.19,0,82.19,1819.32,39.55,0,0,51.88%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Chocolate Almond Pastry,1 Pcs,ea,
911,Item,Chocolate Almond Pastry (1/2 Kg),Sale,5,2357.15,0,2357.15,117.85,471.43,0,471.43,0,0,0,0,100%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Chocolate Almond Pastry,1/2 Kg,ea,
911EL,Item,Eggless Chocolate Almond Pastry (1/2 Kg),Sale,1,495.24,0,495.24,24.76,495.24,0,495.24,0,0,0,0,100%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Chocolate Almond Pastry,1/2 Kg,ea,
91EL,Item,Eggless Chocolate Almond Pastry (Pcs),Sale,5,428.55,0,428.55,21.44,85.71,0,85.71,252.9,50.58,0,0,40.99%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Chocolate Almond Pastry,Pcs,ea,
9273,Item,Cake Topper (Violet),Sale,2,101.7,0,101.7,18.3,50.85,0,50.85,70.84,35.42,0,0,30.34%,95059090,Goods,Birthday Items,,"Vegetarian,Dessert",,,Cake Topper (Violet),,ea,
9276,Item,Cake Topper (Gold),Sale,1,50.85,0,50.85,9.15,50.85,0,50.85,35.42,35.42,0,0,30.34%,95059090,Goods,Birthday Items,,"Vegetarian,Dessert",,,Cake Topper (Gold),,ea,
9497,Item,Twiset Straight Candle  6 In 1,Sale,5,252.4,0,252.4,12.6,50.48,0,50.48,163.7,32.74,0,0,35.14%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Twiset Straight Candle  6 In 1,,ea,
9498,Item,Number Pinata Gold Candle  (0),Sale,4,91.44,0,91.44,4.59,22.86,0,22.86,50.85,12.71,0,0,44.39%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Number Pinata Gold Candle  (0),,ea,
990,Item,Chocolate Almond Pastry (1 Kg),Sale,3,2771.43,-36.95,2734.48,136.72,923.81,-12.32,911.49,0,0,0,0,100%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Chocolate Almond Pastry,1 Kg,ea,
990EL,Item,Eggless Chocolate Almond Pastry (1 Kg),Sale,1,971.43,0,971.43,48.57,971.43,0,971.43,0,0,0,0,100%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Chocolate Almond Pastry,1 Kg,ea,
